"Penduduk Berumur 15 Tahun Ke Atas yang Bekerja Selama Seminggu yang Lalu Menurut Status Pekerjaan Utama dan Lapangan Pekerjaan, 2008-2024",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2008 Februari,,,,,,,,,,,,,2008 Agustus,,,,,,,,,,,,
5 Pekerja bebas pertanian,"6,324,719",0,0,0,0,0,0,0,0,0,0,0,"6,324,719","5,815,110",0,0,0,0,0,0,0,0,0,0,0,"5,815,110"
6 Pekerja bebas non pertanian,0,"230,822","864,612","11,261","2,341,366","476,072","419,404","42,101","898,960",0,0,0,"5,284,598",0,"239,363","701,247","4,937","2,762,755","339,739","368,431","24,491","691,098",0,0,0,"5,132,061"
7 Pekerja keluarga/tak dibayar,"13,347,192","64,501","1,843,906","3,252","138,921","3,924,947","46,141","38,230","269,302",0,0,0,"19,676,392","13,682,569","63,870","1,255,904",637,"25,691","3,405,361","98,286","22,490","209,845",0,0,0,"18,764,653"
9 Tak Terjawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"42,825,807","1,188,634","13,052,521","208,494","4,844,689","22,212,885","5,817,680","1,639,748","15,615,114",0,0,0,"107,405,572","41,494,941","1,254,501","13,824,251","234,070","5,592,897","22,492,176","5,619,022","1,739,486","15,956,423",0,0,0,"108,207,767"
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2011 Februari,,,,,,,,,,,,,2011 Agustus,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,Lapangan Pekerjaan Utama,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,98,99,Total,1,2,3,4,5,6,7,8,9,10,98,99,Total
1 Berusaha Sendiri,"4,933,402","295,259","2,577,950","18,233","532,900","8,269,165","2,624,960","178,551","1,845,314",0,0,0,"21,275,734","4,863,621","224,009","1,552,013","9,022","280,823","7,608,670","2,253,333","200,865","1,760,200",0,0,0,"18,752,556"
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"13,805,738","77,748","1,298,631","3,431","101,874","5,374,554","143,731","69,603","288,774",0,0,0,"21,164,084","12,198,289","90,491","1,937,030","3,605","251,990","4,671,470","108,562","61,388","376,474",0,0,0,"19,699,299"
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,029,474","48,078","597,705","9,039","260,539","1,098,894","175,272","86,408","298,183",0,0,0,"3,603,592","1,054,599","68,033","547,159","5,142","280,388","1,095,679","164,966","91,812","342,867",0,0,0,"3,650,645"
4 Buruh/Karyawan/Pegawai,"2,591,275","650,667","7,291,741","216,550","1,941,138","4,502,237","2,286,058","1,683,178","13,843,871",0,0,0,"35,006,715","2,861,218","726,360","8,612,691","207,465","2,352,086","5,362,820","2,061,655","2,150,432","12,577,808",0,0,0,"36,912,535"
5 Pekerja bebas pertanian,"5,600,966",0,0,0,0,0,0,0,0,0,0,0,"5,600,966","5,303,213",0,0,0,0,0,0,0,0,0,0,0,"5,303,213"
6 Pekerja bebas non pertanian,0,"225,372","817,401","9,124","2,737,586","305,125","360,386","25,560","735,875",0,0,0,"5,216,429",0,"271,597","700,321","7,505","3,065,984","344,149","373,891","39,609","724,768",0,0,0,"5,527,824"
7 Pekerja keluarga/tak dibayar,"14,495,597","63,513","1,292,225","2,334","71,083","3,933,136","59,478","56,008","204,985",0,0,0,"20,178,359","12,807,331","54,471","1,192,348","1,608","32,526","3,214,898","44,066","33,741","189,248",0,0,0,"17,570,237"
9 Tak Terjawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"42,456,452","1,360,637","13,875,653","258,711","5,645,120","23,483,111","5,649,885","2,099,308","17,217,002",0,0,0,"112,045,879","39,088,271","1,434,961","14,541,562","234,347","6,263,797","22,297,686","5,006,473","2,577,847","15,971,365",0,0,0,"107,416,309"
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2012 Februari,,,,,,,,,,,,,2012 Agustus,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,Lapangan Pekerjaan Utama,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,98,99,Total,1,2,3,4,5,6,7,8,9,10,98,99,Total
1 Berusaha Sendiri,"5,139,604","220,095","1,577,963","17,506","187,579","8,145,885","2,378,018","222,306","1,826,922",0,0,0,"19,715,878","4,821,754","233,202","1,390,796","11,274","212,373","7,590,512","2,256,664","213,229","2,016,731",0,0,0,"18,746,535"
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"13,438,204","82,378","1,339,863","7,340","95,028","5,208,514","112,206","82,906","322,972",0,0,0,"20,689,411","12,380,518","71,642","1,334,917",370,"83,022","4,485,408","98,529","75,311","713,817",0,0,0,"19,243,534"
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,151,410","66,219","612,033","4,751","298,979","1,183,340","166,917","118,897","378,732",0,0,0,"3,981,278","1,243,076","66,506","628,618","3,395","292,190","1,148,844","137,641","79,859","355,943",0,0,0,"3,956,072"
4 Buruh/Karyawan/Pegawai,"2,782,100","886,640","8,586,248","259,379","2,355,386","5,282,395","2,171,470","2,283,217","13,981,944",0,0,0,"38,588,779","3,332,517","835,509","10,113,559","227,102","2,718,942","6,349,318","2,108,247","2,258,804","12,924,632",0,0,0,"40,868,630"
5 Pekerja bebas pertanian,"5,401,671",0,0,0,0,0,0,0,0,0,0,0,"5,401,671","5,407,563",0,0,0,0,0,0,0,0,0,0,0,"5,407,563"
6 Pekerja bebas non pertanian,0,"274,271","876,832","9,192","3,167,372","401,660","351,607","45,083","871,808",0,0,0,"5,997,825",0,"328,181","794,472","8,960","3,516,161","374,168","405,145","33,244","766,141",0,0,0,"6,226,472"
7 Pekerja keluarga/tak dibayar,"13,752,587","85,960","1,399,812","3,647","43,672","4,091,194","54,418","57,447","198,403",0,0,0,"19,687,140","12,404,626","67,666","1,353,024",61,"28,603","3,568,895","46,076","35,643","551,468",0,0,0,"18,056,062"
9 Tak Terjawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"41,665,576","1,615,563","14,392,751","301,815","6,148,016","24,312,988","5,234,636","2,809,856","17,580,781",0,0,0,"114,061,982","39,590,054","1,602,706","15,615,386","251,162","6,851,291","23,517,145","5,052,302","2,696,090","17,328,732",0,0,0,"112,504,868"
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2013 Februari,,,,,,,,,,,,,2013 Agustus,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,Lapangan Pekerjaan Utama,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,98,99,Total,1,2,3,4,5,6,7,8,9,10,98,99,Total
1 Berusaha Sendiri,"5,189,331","194,995","1,414,527","3,832","181,923","7,997,509","2,289,836","258,837","1,972,879",0,0,0,"19,503,669","5,343,636","211,151","1,431,461","10,626","249,665","7,738,753","2,020,255","205,730","1,995,297",0,0,0,"19,206,574"
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,918,816","66,491","1,139,866","1,328","84,457","5,224,762","134,074","77,638","292,614",0,0,0,"19,940,046","12,281,018","67,503","1,229,946","2,215","83,157","4,787,833","215,540","74,392","604,842",0,0,0,"19,346,446"
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,143,827","76,692","678,708","4,822","337,977","1,231,288","183,569","114,450","358,123",0,0,0,"4,129,456","1,201,557","75,732","588,609","5,631","287,298","1,085,409","141,625","99,206","377,500",0,0,0,"3,862,567"
4 Buruh/Karyawan/Pegawai,"3,395,780","926,306","9,772,848","236,111","2,618,982","6,337,905","2,172,124","2,503,182","14,087,276",0,0,0,"42,050,514","3,262,768","793,101","9,964,896","227,047","2,817,648","6,457,345","2,152,718","2,426,441","13,021,885",0,0,0,"41,123,849"
5 Pekerja bebas pertanian,"5,098,365",0,0,0,0,0,0,0,0,0,0,0,"5,098,365","5,197,005",0,0,0,0,0,0,0,0,0,0,0,"5,197,005"
6 Pekerja bebas non pertanian,0,"230,403","859,239","12,954","3,673,779","406,600","453,458","55,014","771,061",0,0,0,"6,462,508",0,"225,180","564,667","4,912","2,888,684","413,268","449,473","61,108","1,450,077",0,0,0,"6,057,369"
7 Pekerja keluarga/tak dibayar,"13,018,601","63,799","1,133,749","1,069","55,810","4,072,371","52,216","36,666","310,773",0,0,0,"18,745,054","11,934,277","53,787","1,180,225","1,703","22,935","3,623,298","117,376","31,402","1,002,259",0,0,0,"17,967,262"
9 Tak Terjawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"40,764,720","1,558,686","14,998,937","260,116","6,952,928","25,270,435","5,285,277","3,045,787","17,792,726",0,0,0,"115,929,612","39,220,261","1,426,454","14,959,804","252,134","6,349,387","24,105,906","5,096,987","2,898,279","18,451,860",0,0,0,"112,761,072"
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2014 Februari,,,,,,,,,,,,,2014 Agustus,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,Lapangan Pekerjaan Utama,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,98,99,Total,1,2,3,4,5,6,7,8,9,10,98,99,Total
1 Berusaha Sendiri,"5,454,004","222,324","1,498,656","4,281","253,193","8,329,796","2,246,698","277,952","2,033,767",0,0,0,"20,320,671","5,422,221","205,739","1,542,535","11,107","236,792","8,482,958","2,127,787","262,541","2,194,880",0,0,0,"20,486,560"
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,984,834","63,894","1,181,358","5,472","76,167","4,994,430","85,271","45,625","297,645",0,0,0,"19,734,696","12,884,284","57,333","1,094,863","5,172","89,148","4,605,213","90,163","56,567","392,813",0,0,0,"19,275,556"
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,247,676","66,721","756,597","8,966","332,727","1,122,698","138,132","103,244","366,751",0,0,0,"4,143,512","1,249,498","65,274","670,969","3,059","330,079","1,189,186","152,841","127,234","388,589",0,0,0,"4,176,729"
4 Buruh/Karyawan/Pegawai,"3,198,505","965,867","9,911,805","273,799","2,719,140","6,783,475","2,144,101","2,669,462","14,682,807",0,0,0,"43,348,961","3,360,254","809,826","10,094,216","258,258","2,869,097","6,583,638","2,277,011","2,490,256","13,639,592",0,0,0,"42,382,148"
5 Pekerja bebas pertanian,"4,736,697",0,0,0,0,0,"2,613",0,0,0,0,0,"4,739,310","5,094,354",0,0,0,0,0,0,0,0,0,0,0,"5,094,354"
6 Pekerja bebas non pertanian,0,"257,829","820,442","13,218","3,798,938","422,788","529,341","55,289","852,550",0,0,0,"6,750,395",0,"242,254","750,466","8,372","3,717,720","375,512","419,463","58,021","834,462",0,0,0,"6,406,270"
7 Pekerja keluarga/tak dibayar,"13,211,336","46,474","1,221,330","2,852","31,802","4,156,082","177,949","41,785","242,767",0,0,0,"19,132,377","10,962,422","55,944","1,101,625","3,225","37,250","3,593,227","45,923","36,419","970,374",0,0,0,"16,806,409"
9 Tak Terjawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"40,833,052","1,623,109","15,390,188","308,588","7,211,967","25,809,269","5,324,105","3,193,357","18,476,287",0,0,0,"118,169,922","38,973,033","1,436,370","15,254,674","289,193","7,280,086","24,829,734","5,113,188","3,031,038","18,420,710",0,0,0,"114,628,026"
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2015 Februari,,,,,,,,,,,,,2015 Agustus,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,Lapangan Pekerjaan Utama,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,98,99,Total,1,2,3,4,5,6,7,8,9,10,98,99,Total
1 Berusaha Sendiri,"6,257,798","213,643","1,625,394","8,269","313,031","8,457,741","2,115,745","342,963","2,318,687",0,0,0,"21,653,271","5,017,403","173,135","1,495,282","10,961","200,087","8,418,635","2,014,334","250,319","1,949,591",0,0,0,"19,529,747"
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,159,687","39,043","1,114,601","1,657","110,751","4,872,484","83,692","84,858","331,856",0,0,0,"18,798,629","11,888,739","57,381","1,115,846","4,214","78,362","4,618,724","87,979","56,613","279,928",0,0,0,"18,187,786"
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,214,824","61,875","682,035",431,"355,754","1,182,775","141,858","140,674","430,275",0,0,0,"4,210,501","1,283,010","40,827","568,958","4,128","323,132","1,215,058","157,468","112,305","367,454",0,0,0,"4,072,340"
4 Buruh/Karyawan/Pegawai,"3,453,990","791,537","11,045,853","300,221","2,995,582","7,529,658","2,428,826","2,943,048","15,128,819",0,0,0,"46,617,534","3,579,929","737,420","10,088,574","256,719","3,199,550","7,312,465","2,309,593","2,737,671","14,212,469",0,0,0,"44,434,390"
5 Pekerja bebas pertanian,"5,076,013",0,0,0,0,0,0,0,0,0,0,0,"5,076,013","5,085,047",0,0,0,0,0,"1,106",0,0,0,0,0,"5,086,153"
6 Pekerja bebas non pertanian,0,"275,548","787,065",226,"3,894,777","432,577","379,411","83,020","950,504",0,0,0,"6,803,128",0,"265,872","840,695","9,674","4,380,274","478,467","492,011","66,624","915,463",0,0,0,"7,449,080"
7 Pekerja keluarga/tak dibayar,"11,960,504","39,271","1,127,808","1,030","44,489","4,171,933","42,649","49,318","250,743",0,0,0,"17,687,745","10,894,100","45,831","1,145,744","3,001","26,681","3,642,993","44,326","43,006","214,021",0,0,0,"16,059,703"
9 Tak Terjawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"40,122,816","1,420,917","16,382,756","311,834","7,714,384","26,647,168","5,192,181","3,643,881","19,410,884",0,0,0,"120,846,821","37,748,228","1,320,466","15,255,099","288,697","8,208,086","25,686,342","5,106,817","3,266,538","17,938,926",0,0,0,"114,819,199"
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2016 Februari,,,,,,,,,,,,,2016 Agustus,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,Lapangan Pekerjaan Utama,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,98,99,Total,1,2,3,4,5,6,7,8,9,10,98,99,Total
1 Berusaha Sendiri,"5,222,698","160,859","1,664,406","13,635","199,858","8,633,826","2,137,517","244,122","2,115,479",0,0,0,"20,392,400","5,479,611","271,415","1,993,986","15,711","219,121","7,992,704","2,421,104","262,277","1,359,362",0,0,0,"20,015,291"
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,503,418","38,941","1,306,852","6,245","118,886","6,328,750","110,800","104,076","479,884",0,0,0,"20,997,852","11,960,575","65,766","1,401,730","5,412","134,523","5,395,197","143,125","109,045","235,506",0,0,0,"19,450,879"
3 Berusaha dibantu Buruh Tetap/Dibayar,"996,130","55,152","617,605","9,326","434,882","1,238,015","122,799","143,117","406,627",0,0,0,"4,023,653","1,086,412","64,349","688,301","10,866","428,430","1,368,691","178,950","147,448","406,555",0,0,0,"4,380,002"
4 Buruh/Karyawan/Pegawai,"3,414,068","714,668","10,525,838","361,653","2,885,506","7,690,124","2,282,960","2,885,925","15,540,728",0,0,0,"46,301,470","3,224,354","750,880","9,604,416","314,410","2,874,939","7,422,639","2,344,356","2,916,678","16,375,113",0,0,0,"45,827,785"
5 Pekerja bebas pertanian,"5,225,975",0,0,0,0,"2,083",0,0,"12,400",0,0,0,"5,240,458","5,495,035",-,-,-,-,-,-,-,"4,863",0,0,0,"5,499,898"
6 Pekerja bebas non pertanian,0,"296,050","784,201","6,271","4,017,850","410,942","474,813","52,463","959,698",0,0,0,"7,002,288",-,"260,297","668,287","9,943","4,269,826","340,221","460,469","64,571","891,892",0,0,0,"6,965,506"
7 Pekerja keluarga/tak dibayar,"10,928,822","46,164","1,076,184","6,694","50,315","4,191,696","63,602","51,895","274,204",0,0,0,"16,689,576","10,524,178","63,777","1,183,514",865,"51,728","4,170,178","60,745","31,506","186,121",0,0,0,"16,272,612"
9 Tak Terjawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"38,291,111","1,311,834","15,975,086","403,824","7,707,297","28,495,436","5,192,491","3,481,598","19,789,020",0,0,0,"120,647,697","37,770,165","1,476,484","15,540,234","357,207","7,978,567","26,689,630","5,608,749","3,531,525","19,459,412",0,0,0,"118,411,973"
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2017 Februari,,,,,,,,,,,,,2017 Agustus,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,Lapangan Pekerjaan Utama,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,9,10,98,99,Total,1,2,3,4,5,6,7,8,9,10,98,99,Total
1 Berusaha Sendiri,"5,915,735","247,501","2,149,645","17,485","299,058","8,207,460","2,529,524","247,593","2,235,572",0,0,0,"21,849,573","5,792,504","219,858","2,153,337","24,873","226,668","9,572,452","2,384,333","291,740","2,481,717",0,0,0,"23,147,482"
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,318,142","55,776","1,558,709","15,386","156,485","6,530,854","153,192","81,454","405,901",0,0,0,"21,275,899","10,701,755","48,415","1,309,400","5,625","100,803","5,325,705","101,475","77,063","354,391",0,0,0,"18,024,632"
3 Berusaha dibantu Buruh Tetap/Dibayar,"917,753","63,265","754,933","12,768","425,198","1,573,813","145,875","120,097","432,322",0,0,0,"4,446,024","858,108","53,355","690,327","6,322","361,786","1,316,912","126,026","134,583","407,210",0,0,0,"3,954,629"
4 Buruh/Karyawan/Pegawai,"3,213,853","784,772","9,884,613","350,482","2,735,081","8,297,714","2,348,763","3,027,591","16,777,764",0,0,0,"47,420,633","3,271,483","773,078","10,746,443","343,602","3,260,818","7,890,008","2,569,988","3,137,363","16,054,285",0,0,0,"48,047,068"
5 Pekerja bebas pertanian,"5,355,316",-,-,-,-,-,"4,990",-,-,0,0,0,"5,360,306","5,847,817",0,0,0,0,0,439,0,0,0,0,0,"5,848,256"
6 Pekerja bebas non pertanian,-,"169,974","714,913","9,124","3,466,462","328,901","424,453","71,898","836,035",0,0,0,"6,021,760",0,"251,387","887,884","8,173","4,132,994","405,462","525,019","69,501","877,683",0,0,0,"7,158,103"
7 Pekerja keluarga/tak dibayar,"11,957,654","49,381","1,510,308","9,604","80,684","4,166,228","85,635","44,024","261,136",0,0,0,"18,164,654","9,452,219","45,597","1,221,474","5,278","53,567","3,663,032","52,404","42,012","306,670",0,0,0,"14,842,253"
9 Tak Terjawab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,"39,678,453","1,370,669","16,573,121","414,849","7,162,968","29,104,970","5,692,432","3,592,657","20,948,730",0,0,0,"124,538,849","35,923,886","1,391,690","17,008,865","393,873","8,136,636","28,173,571","5,759,684","3,752,262","20,481,956",0,0,0,"121,022,423"
,,,,,,,,,,,,,,,,,,,,,,,,,,
Status Pekerjaan Utama,2018 Februari,,,,,,,,,,,,,,,,,,,,,,,,,
,Lapangan Pekerjaan Utama,,,,,,,,,,,,,,,,,,,,,,,,,
,A,B,C,D,E,F,G,H,I,J,K,L,M,O,P,Q,R & lainnya,Total,,,,,,,,
1 Berusaha Sendiri,"6,496,753","260,853","2,729,919","32,362","191,975","176,868","7,206,204","2,625,630","2,072,504","228,234","30,706","78,473","151,335",0,"12,787","163,554","1,664,697","24,122,854",,,,,,,,
2 Berusaha dibantu Buruh Tidak Tetap/Tidak Dibayar,"12,421,416","51,863","1,724,022","1,691","14,114","125,006","4,904,909","67,897","1,869,187","78,259","9,072","14,322","42,511",0,"51,065","21,522","200,219","21,597,075",,,,,,,,
3 Berusaha dibantu Buruh Tetap/Dibayar,"1,018,611","56,917","841,168","12,948","14,717","448,103","1,375,511","121,892","461,278","35,575","9,821","3,324","126,448",0,"44,859","14,753","179,040","4,764,965",,,,,,,,
4 Buruh/Karyawan/Pegawai,"3,344,261","820,850","10,596,066","290,538","185,876","2,523,273","6,573,986","1,926,821","2,302,749","595,202","1,655,240","156,825","1,170,162","5,452,858","6,257,624","1,833,344","3,421,250","49,106,925",,,,,,,,
